"wildcard","name","slug_name","description",cover_image_id
"ctvn","Cat Tien & Vy Nguyen","cat-tien-vy-nguyen","NULL",0
"ctv","Cat Tien & Vy","cat-tien-vy","NULL",0
"dhlldl","Duong Hong Loan-Ly Dieu Linh","duong-hong-loan-ly-dieu-linh","NULL",0
"tt","Thu Trang","thu-trang","NULL",0
"3cs","30 Ca Sy","30-ca-sy","NULL",0
"tta","Trieu Thy An","trieu-thy-an","NULL",0
"hlhn","Huong Lan & Hoai Nam","huong-lan-hoai-nam","NULL",0
"lmpn","Lay Minh & Phuong Nguyen","lay-minh-phuong-nguyen","NULL",0
"tcp","Tu Cong Phung","tu-cong-phung","NULL",0
"lh","Le Hoang","le-hoang","NULL",0
"htmm","Hoang Thanh-My My","hoang-thanh-my-my","NULL",0
"dstl","Diem Suong-Trinh Lam","diem-suong-trinh-lam","NULL",0
"chlt","Canh Han & Lam Truong","canh-han-lam-truong","NULL",0
"nma","Nguyen Minh Anh","nguyen-minh-anh","NULL",0
"cco","Cardin & Choose One","cardin-choose-one","NULL",0
"coc","Choosen One-Cardin","choosen-one-cardin","NULL",0
"np","Ngoan Pham","ngoan-pham","NULL",0
"cnc","Cardin Nguyen-Chosen","cardin-nguyen-chosen","NULL",0
"tntp","Thanh Ngan & Trong Phuc","thanh-ngan-trong-phuc","NULL",0
"vct","Vuong Chi Trung","vuong-chi-trung","NULL",0
"lhl","Lam Huy Linh","lam-huy-linh","NULL",0
"tc3b","Tam Ca 3A Band","tam-ca-3a-band","NULL",0
"kt","Khanh Tan","khanh-tan","NULL",0
"jc","Jimmy Cliff","jimmy-cliff","NULL",0
"m5","Maroon 5","maroon-5","NULL",0
"mbvha","Minh Beta-Vu Ha Anh","minh-beta-vu-ha-anh","NULL",0
"ph","Phu Hien","phu-hien","NULL",0
"dtt","Dan Truong-Tim","dan-truong-tim","NULL",0
"kwls","Khanh Won-Lil Shady","khanh-won-lil-shady","NULL",0
"bckw","Bang Cuong-Khanh Won","bang-cuong-khanh-won","NULL",0
"tt","Trieu Trang","trieu-trang","NULL",0
"nu","Nhom UGO","nhom-ugo","NULL",0
"hgtth","Huong Giang & Tran Thai Hoa","huong-giang-tran-thai-hoa","NULL",0
"stk","Son Tung Kid","son-tung-kid","NULL",0
"tckh","Thai Chau & Khanh Ha","thai-chau-khanh-ha","NULL",0
"nv","Ngoc Vu","ngoc-vu","NULL",0
"lvh","Luu Viet Hung","luu-viet-hung","NULL",0
"knt","Kieu Nga & Trish","kieu-nga-trish","NULL",0
"tt","Thanh Tung","thanh-tung","NULL",0
"ttpt","Tuan Tai & Phuong Trinh","tuan-tai-phuong-trinh","NULL",0
"hyahr","Hoang Yen Anh-Hoang Rapper","hoang-yen-anh-hoang-rapper","NULL",0
"gllt","Giao Linh & Linh Trang","giao-linh-linh-trang","NULL",0
"s","SMS","sms","NULL",0
"vb","Việt Bằng","viet-bang","NULL",0
"cdt","Ca Doan Teresa","ca-doan-teresa","NULL",0
"dl","Dong Lan","dong-lan","NULL",0
"btnt","Bich Thao-Nguyen Tam","bich-thao-nguyen-tam","NULL",0
"htkpu","Huong Thuy & Ky Phuong Uyen","huong-thuy-ky-phuong-uyen","NULL",0
"lc","Linda Chou","linda-chou","NULL",0
"ldlmts","Luu Duc Long & Mai Thanh Son","luu-duc-long-mai-thanh-son","NULL",0
"clmhnl","Cat Linh & My Huyen & Nhat Lam","cat-linh-my-huyen-nhat-lam","NULL",0
"kshdptn","Kristine Sa & Hong Diem & Pham Tuan Ngoc","kristine-sa-hong-diem-pham-tuan-ngoc","NULL",0
"ltqlbtt","Luong Tung Quang & Luu Bich & Thuy Tien","luong-tung-quang-luu-bich-thuy-tien","NULL",0
"dlphtt","Diem Lien & Philip Huy & Thuy Tien","diem-lien-philip-huy-thuy-tien","NULL",0
"hatlt","Hoang Anh Thu & Le Thu","hoang-anh-thu-le-thu","NULL",0
"htxhpt","Ha Thanh Xuan & Huynh Phi Tien","ha-thanh-xuan-huynh-phi-tien","NULL",0
"ndtphqtv","Ngoc Dan Thanh & Phuong Hong Que & Tuan Vu","ngoc-dan-thanh-phuong-hong-que-tuan-vu","NULL",0
"dpyp","Doan Phi & Y Phuong","doan-phi-y-phuong","NULL",0
"cdtdth","Cardin & Do Tien Dung & Thuy Huong","cardin-do-tien-dung-thuy-huong","NULL",0
"lttt","Le Tam-Thuy Tram","le-tam-thuy-tram","NULL",0
"d","Duffy","duffy","NULL",0
"htvtk","Huy Thinh-Vinh Thuyen Kim","huy-thinh-vinh-thuyen-kim","NULL",0
"ddttn","Duong Dinh Tri-Thanh Ngan","duong-dinh-tri-thanh-ngan","NULL",0
"lta","Lam Thai An","lam-thai-an","NULL",0
"tvab","Tran Vu Anh Binh","tran-vu-anh-binh","NULL",0
"btct","Bich Thao-Chi Tai","bich-thao-chi-tai","NULL",0
"ttvvtk","Trinh Tuan Vy-Vinh Thuyen Kim","trinh-tuan-vy-vinh-thuyen-kim","NULL",0
"mvm","Minh Vuong M4U","minh-vuong-m4u","NULL",0
"lh","Lou Hoàng","lou-hoang","NULL",0
"bp","Bao Phuc","bao-phuc","NULL",0
"tm","Tri Moony","tri-moony","NULL",0
"baht","Bao Anh-Hoang Ton","bao-anh-hoang-ton","NULL",0
"dnht","Dong Nhi-Hoang Ton","dong-nhi-hoang-ton","NULL",0
"hrnt","Hoang Rapper-Nhi Tran","hoang-rapper-nhi-tran","NULL",0
"amp","Austin Mahone-Pitbull","austin-mahone-pitbull","NULL",0
"lmtny","Le Minh Trung-Nhu Y","le-minh-trung-nhu-y","NULL",0
"xn","Xuan Nghi","xuan-nghi","NULL",0
"mtnq","Minh Tuyet & Nhu Quynh","minh-tuyet-nhu-quynh","NULL",0
"v","Vina","vina","NULL",0
"nhvv","Nini & Ha Vy & Vina","nini-ha-vy-vina","NULL",0
"dl","Duong Lieu","duong-lieu","NULL",0
"dhfcn","Don Ho Ft Chau Ngoc","don-ho-ft-chau-ngoc","NULL",0
"a","Alizee","alizee","NULL",0
"ttuhp","Thu Thuy-Ung Hoang Phuc","thu-thuy-ung-hoang-phuc","NULL",0
"ldlts","Ly Dieu Linh-Truong Son","ly-dieu-linh-truong-son","NULL",0
"gnvs","Giang Ngoc & Van Son","giang-ngoc-van-son","NULL",0
"th","Thuy Huong","thuy-huong","NULL",0
"hqh","Ho Quynh Hung","ho-quynh-hung","NULL",0
"atph","Anh Tu-Phuong Ha","anh-tu-phuong-ha","NULL",0
"nktk","Nguyen Khang & Thien Kim","nguyen-khang-thien-kim","NULL",0
"aq","Anh Quy","anh-quy","NULL",0
"vbn","Vuong Bao Nam","vuong-bao-nam","NULL",0
"mqvn","Manh Quan-Van Navy","manh-quan-van-navy","NULL",0
"dhlck","Dia Hai-Lam Chi Khanh","dia-hai-lam-chi-khanh","NULL",0
"tvhn","Tu Vi-Hong Nhung","tu-vi-hong-nhung","NULL",0
"ddp","Do Dinh Phuc","do-dinh-phuc","NULL",0
"dmxp","Duy Manh-Xuan Phu","duy-manh-xuan-phu","NULL",0
"hghnka","Hoang Gia Huy-Nhat Kim Anh","hoang-gia-huy-nhat-kim-anh","NULL",0
"aktl","Anh Khoa & Thanh Lan","anh-khoa-thanh-lan","NULL",0
"qtdxm","Quach Tuan Du-Xuan Mai","quach-tuan-du-xuan-mai","NULL",0
"hhnph","Helena Hong Ngoc & Philip Huy","helena-hong-ngoc-philip-huy","NULL",0
"hnhph","Helena Ngoc Hong & Philip Huy","helena-ngoc-hong-philip-huy","NULL",0
"hh","Huong Hana","huong-hana","NULL",0
"ltyc","Lang Thang-Yen Chi","lang-thang-yen-chi","NULL",0
"dm","Du Minh","du-minh","NULL",0
"uhptt","Ung Hoang Phuc & Thu Thuy","ung-hoang-phuc-thu-thuy","NULL",0
"ghgl","Gia Huy & Gia Linh","gia-huy-gia-linh","NULL",0
"dllntnhn","Diem Lien-Lam Nhat Tien-Nguyen Hong Nhung","diem-lien-lam-nhat-tien-nguyen-hong-nhung","NULL",0
"ttts","Thanh Truc-The Son","thanh-truc-the-son","NULL",0
"hvqh","Ha Vy-Quang Ha","ha-vy-quang-ha","NULL",0
"nt","Nhat Trung","nhat-trung","NULL",0
"nmtd","Ngoc Minh & Truong Duy","ngoc-minh-truong-duy","NULL",0
"phtk","Philip Huy & Thien Kim","philip-huy-thien-kim","NULL",0
"dpdlh","Dao Phi Duong & Ly Hai","dao-phi-duong-ly-hai","NULL",0
"kaqt","Kim Anh & Quang Thanh","kim-anh-quang-thanh","NULL",0
"na","Nguyet Anh","nguyet-anh","NULL",0
"dpdmtv","Dao Phi Duong-Mai Thien Van","dao-phi-duong-mai-thien-van","NULL",0
"cd","Cao Duy","cao-duy","NULL",0
"qtdut","Quach Tuan Du-Uyen Trang","quach-tuan-du-uyen-trang","NULL",0
"utqtd","Uyen Trang & Quach Tuan Du","uyen-trang-quach-tuan-du","NULL",0
"hh","Helen Han","helen-han","NULL",0
"dnlnt","Dan Nguyen-Lam Nhat Tien","dan-nguyen-lam-nhat-tien","NULL",0
"dqsc","Duy Quang & Son C","duy-quang-son-c","NULL",0
"natl","Nguyet Anh & Trinh Lam","nguyet-anh-trinh-lam","NULL",0
"dnqk","Dan Nguyen-Quoc Khanh","dan-nguyen-quoc-khanh","NULL",0
"hltnh","Ho Le Thu & Nguyen Hung","ho-le-thu-nguyen-hung","NULL",0
"hq","Huy Quyet","huy-quyet","NULL",0
"hc","Hoang Chuong","hoang-chuong","NULL",0
"lhvtk","Lam Hung-Vinh Thuyen Kim","lam-hung-vinh-thuyen-kim","NULL",0
"bamty","Bao Anh-Mr T-Yanbi","bao-anh-mr-t-yanbi","NULL",0
"mk","Mai Khoi","mai-khoi","NULL",0
"hdlqt","Hong Diem-Le Quoc Tuan","hong-diem-le-quoc-tuan","NULL",0
"atkpu","Anh Tu-Ky Phuong Uyen","anh-tu-ky-phuong-uyen","NULL",0
"pnt","Pham Ngoc Trieu","pham-ngoc-trieu","NULL",0
"ghtk","Gia Huy & Thien Kim","gia-huy-thien-kim","NULL",0
"qm","Quoc Minh","quoc-minh","NULL",0
"tvth","Thuy Vy & Trung Hanh","thuy-vy-trung-hanh","NULL",0
"tq","Truc Quynh","truc-quynh","NULL",0
"dgm","Dao Gia Minh","dao-gia-minh","NULL",0
"atm","Anh Tu-m","anh-tu-m","NULL",0
"ta","Truc Anh","truc-anh","NULL",0
"vnwta","Van Navy-Wanbi Tuan Anh","van-navy-wanbi-tuan-anh","NULL",0
"np","Nhat Phong","nhat-phong","NULL",0
"lrndt","Linh Rin-Nguyen Duc Tung","linh-rin-nguyen-duc-tung","NULL",0
"nttq","Nguyen Tran Trung Quan","nguyen-tran-trung-quan","NULL",0
"at","Addy Tran","addy-tran","NULL",0
"dl","Da Lab","da-lab","NULL",0
"yx","Yen Xuan","yen-xuan","NULL",0
"dlph","Diem Lien & Philip Huy","diem-lien-philip-huy","NULL",0
"dlhtxph","Diem Lien & Ha Thanh Xuan & Philip Huy","diem-lien-ha-thanh-xuan-philip-huy","NULL",0
"mtv","Malise Tuong Vy","malise-tuong-vy","NULL",0
"tn","Tinh Nguyen","tinh-nguyen","NULL",0
"jdnh","Johnny Dung & Ngoc Huong","johnny-dung-ngoc-huong","NULL",0
"ht","Hanson Truong","hanson-truong","NULL",0
"kd","Khanh Dung","khanh-dung","NULL",0
"dhc","Danena & Henry Chuc","danena-henry-chuc","NULL",0
"atth","Amy Tuyet-Thanh Hung","amy-tuyet-thanh-hung","NULL",0
"cam5","Christina Aguilera-Maroon 5","christina-aguilera-maroon-5","NULL",0
"e","en","en","NULL",0
"mtc","M4U-Thuy Chi","m4u-thuy-chi","NULL",0
"rb","Reno Binh","reno-binh","NULL",0
"nhtl","Ngoc Hai & Tai Linh","ngoc-hai-tai-linh","NULL",0
"nbnk","Ngoc Bich & Nguyen Khuong","ngoc-bich-nguyen-khuong","NULL",0
"nh","Nhat Ha","nhat-ha","NULL",0
"pb","Piano Band","piano-band","NULL",0
"hnhva","Ho Ngoc Ha-Various Artists","ho-ngoc-ha-various-artists","NULL",0
"pad","Phạm Anh Duy","pham-anh-duy","NULL",0
"tttt","Thanh Thao & Tran Tam","thanh-thao-tran-tam","NULL",0
"dvyk","Dinh Van & Yen Khoa","dinh-van-yen-khoa","NULL",0
"nm","Ngoc Mai","ngoc-mai","NULL",0
"mvpa","Minh Vuong-Phuong Anh","minh-vuong-phuong-anh","NULL",0
"c","Cindy","cindy","NULL",0
"ktlstt","Kim Tieu Long-Saka Truong Tuyen","kim-tieu-long-saka-truong-tuyen","NULL",0
"vt","Voi Tinh","voi-tinh","NULL",0
"hbn","Ho Bich Ngoc","ho-bich-ngoc","NULL",0
"gtt","GiaHuy-Thanh Truc","giahuy-thanh-truc","NULL",0
"ak","Anh Khoi","anh-khoi","NULL",0
"tddfhn","Thai Doanh Doanh Ft Hoang Nam","thai-doanh-doanh-ft-hoang-nam","NULL",0
"pl","Phuong Loan","phuong-loan","NULL",0
"ghlh","Giàng Hoa & Lương Huy","giang-hoa-luong-huy","NULL",0
"tnshh","Trinh Nam Son & Hong Hanh","trinh-nam-son-hong-hanh","NULL",0
"mlrvpb","Mua Lam Ram_vn_Phi Bang","mua-lam-ram-vn-phi-bang","NULL",0
"qhhv","Quang Ha-Ha Vy","quang-ha-ha-vy","NULL",0
"tv","Tony Viet","tony-viet","NULL",0
"vqlm","Van Quang Long-m","van-quang-long-m","NULL",0
"dnytl","Da Nhat Yen & Thanh Lan","da-nhat-yen-thanh-lan","NULL",0
"dptk","Doan Phi & Thien Kim","doan-phi-thien-kim","NULL",0
"hgphp","Huong Giang-Pham Hong Phuoc","huong-giang-pham-hong-phuoc","NULL",0
"lqqd","Le Quyen-Quang Dung","le-quyen-quang-dung","NULL",0
"hh","Hoiang Hai","hoiang-hai","NULL",0
"hlvk","Hai Ly & Vu Khanh","hai-ly-vu-khanh","NULL",0
"tl","To Loan","to-loan","NULL",0
"tt","Thanh Thinh","thanh-thinh","NULL",0
"vn","Van Navy","van-navy","NULL",0
"6t","666 Trio","666-trio","NULL",0
"dhva","Dat Huy-Various Artists","dat-huy-various-artists","NULL",0
"e","Emily","emily","NULL",0
"vg","VOL G","vol-g","NULL",0
"dntt","Dinh Ngoc & Thanh Truc","dinh-ngoc-thanh-truc","NULL",0
"vd","Van Duc","van-duc","NULL",0
"kpqv","Khanh Phuong-Que Van","khanh-phuong-que-van","NULL",0
"tvmh","Tuan Vu-My Huyen","tuan-vu-my-huyen","NULL",0
"pgl","Phuong Gia Linh","phuong-gia-linh","NULL",0
"hqtq","hat Quan & Tu Quyen","hat-quan-tu-quyen","NULL",0
"hwsnm","Hari Won-Son Ngoc Minh","hari-won-son-ngoc-minh","NULL",0
"ad","Anh Dao","anh-dao","NULL",0
"bdtn","Bozo-Duong Tran Nghia","bozo-duong-tran-nghia","NULL",0
"cl","Cat Lynh","cat-lynh","NULL",0
"hnkb","Hang Nga & Kim Bao","hang-nga-kim-bao","NULL",0
"dthnh","Dan Truong-Ho Ngoc Ha","dan-truong-ho-ngoc-ha","NULL",0
"gt","Giang Truong","giang-truong","NULL",0
"mdmq","Manh Dinh & Manh Quynh","manh-dinh-manh-quynh","NULL",0
"d","Dalen","dalen","NULL",0
"kdmd","Ky Duyen & Maurice Dat","ky-duyen-maurice-dat","NULL",0
"mthwydb","My Tin-Huyen Win-Yuri-Double B","my-tin-huyen-win-yuri-double-b","NULL",0
"n1b","Nhom 1088 Band","nhom-1088-band","NULL",0
"lhnk","Ly Hai-Nguyen Khoi","ly-hai-nguyen-khoi","NULL",0
"hyt","Hoàng Yến Tino","hoang-yen-tino","NULL",0
"aw","Andy Williams","andy-williams","NULL",0
"mk","Manh Khoe","manh-khoe","NULL",0
"tp","TY PHONG","ty-phong","NULL",0
"ks","Kristine Sa","kristine-sa","NULL",0
"wh","Whitney Houston","whitney-houston","NULL",0
"xt","X Twins","x-twins","NULL",0
"nth","ND Thuy Hang","nd-thuy-hang","NULL",0
"adth","Anh Dung-Thu Ha","anh-dung-thu-ha","NULL",0
"ddka","Doanh Doanh & Kim Anh","doanh-doanh-kim-anh","NULL",0
"mtch","Minh Tuyet & Canh Han","minh-tuyet-canh-han","NULL",0
"ckpvqn","Chau Khai Phong-Vu Quoc Nhat","chau-khai-phong-vu-quoc-nhat","NULL",0
"mlntpl","My Lan & Ngoc Thuy & Phuong Loan","my-lan-ngoc-thuy-phuong-loan","NULL",0
"hb","HKT Band","hkt-band","NULL",0
"vd","Viet Dung","viet-dung","NULL",0
"hb","HUYEN BABY","huyen-baby","NULL",0
"lhnhth","Ly Hao Nam-Ha Thai Hoang","ly-hao-nam-ha-thai-hoang","NULL",0
"ttny","Tran Tam & Nhu Y","tran-tam-nhu-y","NULL",0
"lallh","Luu Anh Loan-Lam Huynh","luu-anh-loan-lam-huynh","NULL",0
"tdc","The Devine Comedy","the-devine-comedy","NULL",0
"hnka","Hoang Nam & Ky Anh","hoang-nam-ky-anh","NULL",0
"la","Lady Antebellum","lady-antebellum","NULL",0
"dbc","Doan Ba Chi","doan-ba-chi","NULL",0
"dnnpt","Dong Nhi-Noo Phuoc Thinh","dong-nhi-noo-phuoc-thinh","NULL",0
"dltd","Duy Linh & Tam Doan","duy-linh-tam-doan","NULL",0
"nktt","Nini Khanh & Tran Tam","nini-khanh-tran-tam","NULL",0
"lbhsl","Luong Bich Huu-Sy Luan","luong-bich-huu-sy-luan","NULL",0
"bt","Bang Tinh","bang-tinh","NULL",0
"qntl","Que Nhu-Tan Loi","que-nhu-tan-loi","NULL",0
"tthnl","Tran Thai Hoa-Nhu Loan","tran-thai-hoa-nhu-loan","NULL",0
"tmtt","The Men-Thanh Tam","the-men-thanh-tam","NULL",0
"tvgl","Truong Vu & Giao Linh","truong-vu-giao-linh","NULL",0
"k","Kaisoul","kaisoul","NULL",0
"tpa","Tam Phuong Anh","tam-phuong-anh","NULL",0
"bchdm","Bang Cuong-Hong Duong M4U","bang-cuong-hong-duong-m4u","NULL",0
"lth","Lê Thiện Hiếu","le-thien-hieu","NULL",0
"nhd","Nguyen Hoang Duy","nguyen-hoang-duy","NULL",0
"cllt","Christiane Le & Le Tri","christiane-le-le-tri","NULL",0
"thr","Thanh Ha-Roland","thanh-ha-roland","NULL",0
"tkyp","Tuong Khue & Y Phung","tuong-khue-y-phung","NULL",0
"dtp","Duong Tuan Phong","duong-tuan-phong","NULL",0
"as","All Saints","all-saints","NULL",0
"lk","Lena Katina","lena-katina","NULL",0
"tttstttt","Trish Thuy Trang & Shayla & Thanh Tu & Thuy Trang","trish-thuy-trang-shayla-thanh-tu-thuy-trang","NULL",0
"ttdh","Thien Truong-Dia Hai","thien-truong-dia-hai","NULL",0
"apt","Angela Phuong Trinh","angela-phuong-trinh","NULL",0
"dqhl","Duy Quang & Huong Lan","duy-quang-huong-lan","NULL",0
"cdctn","Che Dinh Cuong-Thanh Ngoc","che-dinh-cuong-thanh-ngoc","NULL",0
"hnhv","Hong Ngoc-Huy Vu","hong-ngoc-huy-vu","NULL",0
"lunqv","Le Uyen Nhi & Quang Vinh","le-uyen-nhi-quang-vinh","NULL",0
"lunqv","Le Uyen Nhy & Quang Vinh","le-uyen-nhy-quang-vinh","NULL",0
"lcnl","Loan Chau & Ngoc Lien","loan-chau-ngoc-lien","NULL",0
"mhtd","My Huyen & Tuan Dung","my-huyen-tuan-dung","NULL",0
"dtlh","Dinh Trung & Lily Hue","dinh-trung-lily-hue","NULL",0
"tthn","Thanh Tuyen & Hoai Nam","thanh-tuyen-hoai-nam","NULL",0
"tt","Tran Tien","tran-tien","NULL",0
"tmi","Tra My Idol","tra-my-idol","NULL",0
"r","Ron","ron","NULL",0
"mloc","Miu Le-Only C","miu-le-only-c","NULL",0
"tvtd","Truong Vu & Tam Doan","truong-vu-tam-doan","NULL",0
"kvht","Khac Viet Huong Tram","khac-viet-huong-tram","NULL",0
"cvphk","Cam Van Pham-Hoang Ka","cam-van-pham-hoang-ka","NULL",0
"hkcvp","Hoang Ka-Cam Van Pham","hoang-ka-cam-van-pham","NULL",0
"lh","Le Huyen","le-huyen","NULL",0
"tnch","Thich Nu Chuc Hieu","thich-nu-chuc-hieu","NULL",0
"dmny","Duy Manh-Nhu Y","duy-manh-nhu-y","NULL",0
"dmpt","Duy Manh-Phuong Trang","duy-manh-phuong-trang","NULL",0
"nl","NHA LAM","nha-lam","NULL",0
"uhp","Ung Hoanh Phuc","ung-hoanh-phuc","NULL",0
"ht","Hammer Trương","hammer-truong","NULL",0
"dltk","Duy Le & Thien Kim","duy-le-thien-kim","NULL",0
"da","Duc Anh","duc-anh","NULL",0
"2ns","27 Nghe Sy","27-nghe-sy","NULL",0
"va","V Angels","v-angels","NULL",0
"ntcn","Nhom Tu Ca Nu","nhom-tu-ca-nu","NULL",0
"mn","Mo Naive","mo-naive","NULL",0
"pa","Phu An","phu-an","NULL",0
"t","toctien","toctien","NULL",0
"bhdm","Bao Hoa-Duy Manh","bao-hoa-duy-manh","NULL",0
"dhnkpl","Dong Hung-Nguyen Khanh Phuong Linh","dong-hung-nguyen-khanh-phuong-linh","NULL",0
"batdt","Bui Anh Tuan-Dat TMT","bui-anh-tuan-dat-tmt","NULL",0
"mlhp","Miu Le-Hoang Phi","miu-le-hoang-phi","NULL",0
"hnql","Hoai Nam & Quynh Lan","hoai-nam-quynh-lan","NULL",0
"mtsth","Mai Thanh Son-Thuy Huong","mai-thanh-son-thuy-huong","NULL",0
"ktpt","Khanh Trung-Pham Truong","khanh-trung-pham-truong","NULL",0
"hqv","Ho Quoc Viet","ho-quoc-viet","NULL",0
"nt","Nguyen Thao","nguyen-thao","NULL",0
"nhnn","Nguyen Hung & Nhat Ngan","nguyen-hung-nhat-ngan","NULL",0
"tb","Tien Bien","tien-bien","NULL",0
"knn","Ka Nhu Ngoc","ka-nhu-ngoc","NULL",0
"dt","Diem Thuy","diem-thuy","NULL",0
"btqv","Bao Thy & Quang Vinh","bao-thy-quang-vinh","NULL",0
"tt","Tran Thanh","tran-thanh","NULL",0
"mqhp","Manh Quynh-Ha Phuong","manh-quynh-ha-phuong","NULL",0
"ctsc","Chi Tam & Son Ca","chi-tam-son-ca","NULL",0
"ttlqb","Trang Thanh Lam & Quang Binh","trang-thanh-lam-quang-binh","NULL",0
"ndtt","Nguyenh Dinh Thanh Tam","nguyenh-dinh-thanh-tam","NULL",0
"hh","Hoang Hung","hoang-hung","NULL",0
"mhts","My Huyen & The Son","my-huyen-the-son","NULL",0
"nkh","Nguyen Khanh Hung","nguyen-khanh-hung","NULL",0
"bnhvt","Bao Nhi-Ho Viet Trung","bao-nhi-ho-viet-trung","NULL",0
"khyl","Khanh Ha & Y Lan","khanh-ha-y-lan","NULL",0
"httlvptt","Han Thai Tu-Lam Vu-Pham Thanh Thao","han-thai-tu-lam-vu-pham-thanh-thao","NULL",0
"kl","Kha Ly","kha-ly","NULL",0
"bktct","Bang Kieu & Tam Ca Thm","bang-kieu-tam-ca-thm","NULL",0
"bddt","Bruce Doan & Doan Thy","bruce-doan-doan-thy","NULL",0
"cat","Chau Anh Truonh","chau-anh-truonh","NULL",0
"pqaw","Pham Quynh Anh-Weboys","pham-quynh-anh-weboys","NULL",0
"tb","Team Boy","team-boy","NULL",0
"dntptt","Duong Ngoc Thai & Pham Thanh Thao","duong-ngoc-thai-pham-thanh-thao","NULL",0
"bltq","Bao Linh-Tu Quynh","bao-linh-tu-quynh","NULL",0
"dq","Duc Quang","duc-quang","NULL",0
"hqhhh","Ho Quynh Huong-Hoang Hai","ho-quynh-huong-hoang-hai","NULL",0
"mbk","M4U Band-Kim","m4u-band-kim","NULL",0
"fb","FM Band","fm-band","NULL",0
"qd","Quy Duong","quy-duong","NULL",0
"yg","Y Garia","y-garia","NULL",0
"pq","Phu Quang","phu-quang","NULL",0
"lkjea","LiL Knight-JustaTee-Emily-Andree","lil-knight-justatee-emily-andree","NULL",0
"lkhp","Lu-ka Huy Pham","lu-ka-huy-pham","NULL",0
"r","Rik","rik","NULL",0
"attt","Anh Tu-Thien Ton","anh-tu-thien-ton","NULL",0
"hn","Ho Nam","ho-nam","NULL",0
"ttbdd","Trinh Thang Binh-DJ Diamen","trinh-thang-binh-dj-diamen","NULL",0
"dclh","Doan Canh-Linh Hee","doan-canh-linh-hee","NULL",0
"achl","Anh Chuong & Huong Lan","anh-chuong-huong-lan","NULL",0
"nttl","Nhat Truong & Thanh Lan","nhat-truong-thanh-lan","NULL",0
"nk","Nam Khanh","nam-khanh","NULL",0
"by","Bach Yen","bach-yen","NULL",0
"tpv","Tuy Phong Vu","tuy-phong-vu","NULL",0
"httc","Huong Thuy & Tuan Chau","huong-thuy-tuan-chau","NULL",0
"btqd","Bich Thao-Quoc Dai","bich-thao-quoc-dai","NULL",0
"ckplgh","Chau Khai Phong-Luong Gia Hung","chau-khai-phong-luong-gia-hung","NULL",0
"mhqv","My Huyen & Quoc Viet","my-huyen-quoc-viet","NULL",0
"tsfav","The Son Ft Ai Van","the-son-ft-ai-van","NULL",0
"ppst","Pham Phuong-Sy Thinh","pham-phuong-sy-thinh","NULL",0
"ah","A Huy","a-huy","NULL",0
"nktk","Nguyen Khoi-Tan Khanh","nguyen-khoi-tan-khanh","NULL",0
"atmtn","Addy Tran-MiA-Tronie Ngo","addy-tran-mia-tronie-ngo","NULL",0
"lkj","Lil Knight-JustaTee","lil-knight-justatee","NULL",0
"dqt","Duong Quang Tu","duong-quang-tu","NULL",0
"dqtl","Duy Quang & Thanh Lan","duy-quang-thanh-lan","NULL",0
"bcdvq","Bang Cuong-Dinh Viet Quang","bang-cuong-dinh-viet-quang","NULL",0
"nlv","Nhom Lua Viet","nhom-lua-viet","NULL",0
"nttd","Nhat Tam-Thuy Duong","nhat-tam-thuy-duong","NULL",0
"kvlh","Khac Viet-Le Hieu","khac-viet-le-hieu","NULL",0
"nad","Nhom A Dong","nhom-a-dong","NULL",0
"nhntk","Nguyen Hong Nhung & Thien Kim","nguyen-hong-nhung-thien-kim","NULL",0
"ttl","Thai Thuy Linh","thai-thuy-linh","NULL",0
"plct","Phuong Loan & Chi Tai","phuong-loan-chi-tai","NULL",0
"abml","Anh Bang & My Lan","anh-bang-my-lan","NULL",0
"lbtlnt","Lam Bao Tuong & Lam Nhat Tien","lam-bao-tuong-lam-nhat-tien","NULL",0
"ttvc","Thuy Tien & Vu Cong","thuy-tien-vu-cong","NULL",0
"un","Uyen Nhi","uyen-nhi","NULL",0
"bhlc","Bao Han-Loan Chau","bao-han-loan-chau","NULL",0
"hmat","Huyen Minh Anh Thuy","huyen-minh-anh-thuy","NULL",0
"dl","Dung Lam","dung-lam","NULL",0
"ddnm","Doanh Doanh & Ngoc Minh","doanh-doanh-ngoc-minh","NULL",0
"n","nguyenminhcuong","nguyenminhcuong","NULL",0
"dpdvt","Dao Phi Duong & Viet Trinh","dao-phi-duong-viet-trinh","NULL",0
"htqm","Hien Thuc & Quang Minh","hien-thuc-quang-minh","NULL",0
"nmqs","Nhu Mai & Quoc Si","nhu-mai-quoc-si","NULL",0
"nmqs","Nhu Mai-Quoc Sy","nhu-mai-quoc-sy","NULL",0
"dttsr","Dam Thu Trang-Ship Raider","dam-thu-trang-ship-raider","NULL",0
"bkkpumt","Bang Kieu-Ky Phuong Uyen-Minh Tuyet","bang-kieu-ky-phuong-uyen-minh-tuyet","NULL",0
"ndtt","Nguyen Dinh Tran Tam","nguyen-dinh-tran-tam","NULL",0
"2","20165","20165","NULL",0
"dj","D J","d-j","NULL",0
"a","Aponeo","aponeo","NULL",0
"dd","DJ Daniels","dj-daniels","NULL",0
"mr2","Maxx remix 2014","maxx-remix-2014","NULL",0
"dtr","DJ The Remix","dj-the-remix","NULL",0
