"wildcard","name","slug_name","description",cover_image_id
"vt","Viet Thi","viet-thi","NULL",0
"wk","Wowy-Karik","wowy-karik","NULL",0
"lmbh","Lay Minh & Bao Han","lay-minh-bao-han","NULL",0
"apln","Ai Phuong-Lan Nha","ai-phuong-lan-nha","NULL",0
"bd","Bru Doan","bru-doan","NULL",0
"bcm","Ba Con Meo","ba-con-meo","NULL",0
"3cm","3 Con Meo","3-con-meo","NULL",0
"phqtv","Phuong Hong Que-Tuan Vu","phuong-hong-que-tuan-vu","NULL",0
"htvqh","Hien Thuc-Vang Quoc Hai","hien-thuc-vang-quoc-hai","NULL",0
"battcnq","Bui Anh Tuan-Tieu Chau Nhu Quynh","bui-anh-tuan-tieu-chau-nhu-quynh","NULL",0
"mqml","Minh Quan-My Linh","minh-quan-my-linh","NULL",0
"tlla","Trinh Lam-Lam Anh","trinh-lam-lam-anh","NULL",0
"dtmt","Dan Truong & My Tam","dan-truong-my-tam","NULL",0
"gttn","Giang Truong-Tuan Nhan","giang-truong-tuan-nhan","NULL",0
"stltd","Sisi Thanh Ly & Tien Dung","sisi-thanh-ly-tien-dung","NULL",0
"nhtl","Ngoc Ha & Thanh Lan","ngoc-ha-thanh-lan","NULL",0
"nqv","Ngo Quang Vinh","ngo-quang-vinh","NULL",0
"ltqtd","Luong Tung Quang & Tam Doan","luong-tung-quang-tam-doan","NULL",0
"nt","Nhom Techno","nhom-techno","NULL",0
"stttt","Shayla & Thanh Truc & Thuy Tram","shayla-thanh-truc-thuy-tram","NULL",0
"epth","Elvis Phuong & Thanh Ha","elvis-phuong-thanh-ha","NULL",0
"hqhmh","Ho Quynh Huong-Minh Ha","ho-quynh-huong-minh-ha","NULL",0
"dsmtd","Diem Suong-Mai Tien Dung","diem-suong-mai-tien-dung","NULL",0
"dtvtt","Duong Trieu Vu-Thanh Thao","duong-trieu-vu-thanh-thao","NULL",0
"apkn","Ai Phuong-Khuong Ngoc","ai-phuong-khuong-ngoc","NULL",0
"pdtn","Pham Dinh Thai Ngan","pham-dinh-thai-ngan","NULL",0
"hnnk","Hong Ngoc-Nguyen Khang","hong-ngoc-nguyen-khang","NULL",0
"pdhtd","Phuong Diem Hanh & Tam Doan","phuong-diem-hanh-tam-doan","NULL",0
"bh","Bao Huy","bao-huy","NULL",0
"dd","Danny Dung","danny-dung","NULL",0
"hvjd","Ha Vy & Johnny Dung","ha-vy-johnny-dung","NULL",0
"hshn","Huy Son & Huy Nhat","huy-son-huy-nhat","NULL",0
"nk","Nguyen Khuong","nguyen-khuong","NULL",0
"hm","Hai My","hai-my","NULL",0
"rf","Roberta Flack","roberta-flack","NULL",0
"hghkd","Hoang Gia Huy-Khanh Don","hoang-gia-huy-khanh-don","NULL",0
"bd","Bang Di","bang-di","NULL",0
"jn","Jennifer Newell","jennifer-newell","NULL",0
"dqth","Dong Quan-Trung Hau","dong-quan-trung-hau","NULL",0
"pa","Peter Andre","peter-andre","NULL",0
"khkwny","Keri Hilson-Kanye West-Ne Yo","keri-hilson-kanye-west-ne-yo","NULL",0
"laqqk","Le Anh Quan & Quoc Khanh","le-anh-quan-quoc-khanh","NULL",0
"khtcp","Khanh Ha & To Chan Phong","khanh-ha-to-chan-phong","NULL",0
"qkttv","Quan Kim Thuy& Truong Vu","quan-kim-thuy-truong-vu","NULL",0
"cvptpk","Cam Van Pham-Tuan Phong-Keon","cam-van-pham-tuan-phong-keon","NULL",0
"tmt","Ty My Ty","ty-my-ty","NULL",0
"bt","Bouneur Trinh","bouneur-trinh","NULL",0
"ctnk","Cao Trung-Nhat Khanh","cao-trung-nhat-khanh","NULL",0
"ctp","Cao Thanh Phuc","cao-thanh-phuc","NULL",0
"lr","Le Roi","le-roi","NULL",0
"hqhmv","Ho Quang Hieu-Minh Vuong","ho-quang-hieu-minh-vuong","NULL",0
"lchlvt","Lam Chan Hai-La Vinh Tai","lam-chan-hai-la-vinh-tai","NULL",0
"qd","Quoc Duy","quoc-duy","NULL",0
"mfm","Music For Men","music-for-men","NULL",0
"bcmt","Bang Cuong-May Trang","bang-cuong-may-trang","NULL",0
"dndh","Dany Nguyen-Duy Hai","dany-nguyen-duy-hai","NULL",0
"kk","Kevin Khoa","kevin-khoa","NULL",0
"ncpvtv","Nguyen Chan Phong-Vy Thuy Van","nguyen-chan-phong-vy-thuy-van","NULL",0
"bdkt","Bruce Doan & Kha Tu","bruce-doan-kha-tu","NULL",0
"hltv","Hoang Lan & Tuan Vu","hoang-lan-tuan-vu","NULL",0
"hlvt","Huong Lan & Vu Toan","huong-lan-vu-toan","NULL",0
"vmhma","Van Mai Huong-Mr A","van-mai-huong-mr-a","NULL",0
"rmtgc","Ricky Martin-The Glee Cast","ricky-martin-the-glee-cast","NULL",0
"nmh","Nguyen Minh Hang","nguyen-minh-hang","NULL",0
"2","2U","2u","NULL",0
"ptnl","Phuong Thao-Ngoc Le","phuong-thao-ngoc-le","NULL",0
"kv","Khuong Vi","khuong-vi","NULL",0
"dngtnm","Dan Nguyen & Giang Tu & Ngoc Minh","dan-nguyen-giang-tu-ngoc-minh","NULL",0
"th","Trip Hau","trip-hau","NULL",0
"th","Trung Hung","trung-hung","NULL",0
"bby","BigDaddy-Bueno-Yanbi","bigdaddy-bueno-yanbi","NULL",0
"laqmts","Le Anh Quan & Mai Thanh Son","le-anh-quan-mai-thanh-son","NULL",0
"vhyl","Vu Hung-Yen Linh","vu-hung-yen-linh","NULL",0
"khntbn","Kim Hai Nhi-Truong Bao Ngan","kim-hai-nhi-truong-bao-ngan","NULL",0
"hts","Hoang Thien Son","hoang-thien-son","NULL",0
"lghlh","Luong Gia Huy-Long Hai","luong-gia-huy-long-hai","NULL",0
"nhtt","Nguyen Hung & Thuy Tien","nguyen-hung-thuy-tien","NULL",0
"e","Erik319","erik319","NULL",0
"al","Amy Loren","amy-loren","NULL",0
"hnp","Hua Nhat Phong","hua-nhat-phong","NULL",0
"ww","Wayne Wade","wayne-wade","NULL",0
"dtvnl","Duong Trieu Vu & Ngoc Lien","duong-trieu-vu-ngoc-lien","NULL",0
"ab","Alo Band","alo-band","NULL",0
"dtvtl","Duong Trieu Vu & Trinh Lam","duong-trieu-vu-trinh-lam","NULL",0
"hs","Hoang Son","hoang-son","NULL",0
"nhtt","Ngoc Hai & Thanh Thao","ngoc-hai-thanh-thao","NULL",0
"hka","Hồ Khải Anh","ho-khai-anh","NULL",0
"3cbd","3 Chú bộ đội","3-chu-bo-doi","NULL",0
"cltt","Che Linh & Thach Thao","che-linh-thach-thao","NULL",0
"dpdptv","Dao Phi Duong & Phi Thanh Van","dao-phi-duong-phi-thanh-van","NULL",0
"hbtm","Hai Bang-The Men","hai-bang-the-men","NULL",0
"nn","Nhom NC","nhom-nc","NULL",0
"ct","Cam Tho","cam-tho","NULL",0
"nt","Ngoc Trong","ngoc-trong","NULL",0
"tn","Tran Nam","tran-nam","NULL",0
"kb","Kio Band","kio-band","NULL",0
"tp","Tuan Phuong","tuan-phuong","NULL",0
"dnlpt","Dalena & Ngoc Le & Phuong Thao","dalena-ngoc-le-phuong-thao","NULL",0
"dhyp","Don Ho & Y Phuong","don-ho-y-phuong","NULL",0
"um","Uyen Mi","uyen-mi","NULL",0
"ncthn","Nha Ca-Tong Hao Nhien","nha-ca-tong-hao-nhien","NULL",0
"hya","Hoang Yen Anh","hoang-yen-anh","NULL",0
"bhnl","Bao Han & Nhu Loan","bao-han-nhu-loan","NULL",0
"nmvk","Nhu Mai & Vu Khanh","nhu-mai-vu-khanh","NULL",0
"f","Female","female","NULL",0
"ta","Trung Anh","trung-anh","NULL",0
"mt","Mai Trang","mai-trang","NULL",0
"dldh","Diem Lien & Dan Huy","diem-lien-dan-huy","NULL",0
"dvh","Doan Viet Hung","doan-viet-hung","NULL",0
"dpqhm","Do Phu Quy-Hoa My","do-phu-quy-hoa-my","NULL",0
"qv","Quoc Viet","quoc-viet","NULL",0
"hnhtb","Ho Ngoc Ha-Thanh Bui","ho-ngoc-ha-thanh-bui","NULL",0
"tl","Thanh Le","thanh-le","NULL",0
"dtk","Duong Tuan Khang","duong-tuan-khang","NULL",0
"kptmh","Khanh Phuong& Tu Minh Huy","khanh-phuong-tu-minh-huy","NULL",0
"kptmh","Khanh Phuong-Tu Minh Hy","khanh-phuong-tu-minh-hy","NULL",0
"ktqtv","Khong Tu Quynh-Tony Viet","khong-tu-quynh-tony-viet","NULL",0
"dtt","Dam Thu Trang","dam-thu-trang","NULL",0
"dh","Duc Hanh","duc-hanh","NULL",0
"ns","New Star","new-star","NULL",0
"mlo","Miu Le-OnlyC","miu-le-onlyc","NULL",0
"nt","Nguyen Thuan","nguyen-thuan","NULL",0
"d","Devine","devine","NULL",0
"epnm","Elvis Phuong & Nhu Mai","elvis-phuong-nhu-mai","NULL",0
"nc","Nhat Cuong","nhat-cuong","NULL",0
"hvtl","Hong Van & Thanh Loc","hong-van-thanh-loc","NULL",0
"lml","Luu My Linh","luu-my-linh","NULL",0
"dc","Diem Chi","diem-chi","NULL",0
"fh","Francoise Hardy","francoise-hardy","NULL",0
"hntl","Huu Nghia & Tai Loc","huu-nghia-tai-loc","NULL",0
"ta","Thierry Amiel","thierry-amiel","NULL",0
"p","Passenger","passenger","NULL",0
"im","Idina Menzel","idina-menzel","NULL",0
"yu","Yuong Uno","yuong-uno","NULL",0
"t6b","Trio 666 Band","trio-666-band","NULL",0
"gtnql","Giang Tien-Ngo Quoc Linh","giang-tien-ngo-quoc-linh","NULL",0
"ntl","Ngo Trac Lam","ngo-trac-lam","NULL",0
"1ncstn","16 Nu Ca Si Thuy Nga","16-nu-ca-si-thuy-nga","NULL",0
"qdth","Quang Dung-Thanh Ha","quang-dung-thanh-ha","NULL",0
"kpucl","Ky Phuong Uyen-Cam Ly","ky-phuong-uyen-cam-ly","NULL",0
"amltvln","Anh Minh-Lam Thuy Van-Le Nguyen","anh-minh-lam-thuy-van-le-nguyen","NULL",0
"latth","Lam Anh-Tran Thai Hoa","lam-anh-tran-thai-hoa","NULL",0
"btmd","Bang Tam-Manh Dinh","bang-tam-manh-dinh","NULL",0
"gpq","Giai Phong Quan","giai-phong-quan","NULL",0
"amdk","Anh Minh-Dan Kim","anh-minh-dan-kim","NULL",0
"sttttv","Son Tuyen-Thanh Tuyen-Tuan Vu","son-tuyen-thanh-tuyen-tuan-vu","NULL",0
"navth","Ngoc Anh Vi-Thuy Huong","ngoc-anh-vi-thuy-huong","NULL",0
"tpts","Thu Phuong-The Son","thu-phuong-the-son","NULL",0
"atdvdk","Anh Tu-Dang Vinh-Dan Kim","anh-tu-dang-vinh-dan-kim","NULL",0
"dhnhth","Don Ho-Ngoc Huong-Thanh Ha","don-ho-ngoc-huong-thanh-ha","NULL",0
"hltd","Huong Lan-Tam Doan","huong-lan-tam-doan","NULL",0
"nktp","Nguyen Khoi-Tran Phuong","nguyen-khoi-tran-phuong","NULL",0
"hpmd","Ha Phuong-Manh Dinh","ha-phuong-manh-dinh","NULL",0
"ldl","Luu Duc Long","luu-duc-long","NULL",0
"nltq","Nhu Loan-Tu Quyen","nhu-loan-tu-quyen","NULL",0
"ltmt","Lam Truong-Minh Thu","lam-truong-minh-thu","NULL",0
"dtpn","Duy Truong-Phi Nhung","duy-truong-phi-nhung","NULL",0
"tvka","Tuan Vu-Kim Anh","tuan-vu-kim-anh","NULL",0
"ephm","Elvis Phuong-Hoa Mi","elvis-phuong-hoa-mi","NULL",0
"hlmhts","Hoang Lan-My Huyen-The Son","hoang-lan-my-huyen-the-son","NULL",0
"dpltqmt","Dan Phuong-Luong Tung Quang-Minh Thong","dan-phuong-luong-tung-quang-minh-thong","NULL",0
"laqhhy","Le Anh Quan-Ho Hoang Yen","le-anh-quan-ho-hoang-yen","NULL",0
"natp","Ngoc Anh-Thu Phuong","ngoc-anh-thu-phuong","NULL",0
"nqqltd","Nhu Quynh-Quang Le-Tam Doan","nhu-quynh-quang-le-tam-doan","NULL",0
"bktth","Bang Kieu-Tran Thu Ha","bang-kieu-tran-thu-ha","NULL",0
"nayl","Ngoc Anh-Y Lan","ngoc-anh-y-lan","NULL",0
"nmtdtv","Ngoc Minh-Thuy Duong-Tuan Vu","ngoc-minh-thuy-duong-tuan-vu","NULL",0
"epyl","Elvis Phuong-Y Lan","elvis-phuong-y-lan","NULL",0
"qtyl","Quang Tuan-Y Lan","quang-tuan-y-lan","NULL",0
"dtkltv","Duy Truong-Khanh Lam-Tuan Vu","duy-truong-khanh-lam-tuan-vu","NULL",0
"epkh","Elvis Phuong-Khanh Ha","elvis-phuong-khanh-ha","NULL",0
"mhphqtv","My Huyen-Phuong Hong Que-Tuan Vu","my-huyen-phuong-hong-que-tuan-vu","NULL",0
"ltvmts","Lam Thuy Van-Mai Thanh Son","lam-thuy-van-mai-thanh-son","NULL",0
"tpb","The Passion Band","the-passion-band","NULL",0
"tttb","Thanh Thao,May Trang Band","thanh-thaomay-trang-band","NULL",0
"mqht","Manh Quynh-Huong Thuy","manh-quynh-huong-thuy","NULL",0
"dbts","Dinh Bao-The Son","dinh-bao-the-son","NULL",0
"mqnq","Manh Quynh-Nhu Quynh","manh-quynh-nhu-quynh","NULL",0
"pdtv","Phuong Dung-Tuan Vu","phuong-dung-tuan-vu","NULL",0
"dsdh","Diem Suong-Don Ho","diem-suong-don-ho","NULL",0
"kltmtv","Kim Loan-Truc Mai-Tuan Vu","kim-loan-truc-mai-tuan-vu","NULL",0
"dqtsts","Duy Quang-The Son-Thai Son","duy-quang-the-son-thai-son","NULL",0
"mqhqd","Mai Quoc Huy-Quynh Dung","mai-quoc-huy-quynh-dung","NULL",0
"tltv","Thanh Lan-Tuan Vu","thanh-lan-tuan-vu","NULL",0
"dpdhm","Dao Phi Duong-Ha My","dao-phi-duong-ha-my","NULL",0
"nqlobh","Ngo Quoc Linh-On Bich Ha","ngo-quoc-linh-on-bich-ha","NULL",0
"kltt","Khanh Ly-Thanh Tuyen","khanh-ly-thanh-tuyen","NULL",0
"dnhtxhtl","Dan Nguyen-Ha Thanh Xuan-Hoang Thuc Linh","dan-nguyen-ha-thanh-xuan-hoang-thuc-linh","NULL",0
"hltltq","Ho Le Thu-Luong Tung Quang","ho-le-thu-luong-tung-quang","NULL",0
"nlqv","Nhu Loan-Quynh Vi","nhu-loan-quynh-vi","NULL",0
"vtmc","Viet Tu-Minh Chuyen","viet-tu-minh-chuyen","NULL",0
"dhmt","Don Ho-Minh Tuyet","don-ho-minh-tuyet","NULL",0
"knnlth","Kieu Nga & Ngoc Lan & Trung Hanh","kieu-nga-ngoc-lan-trung-hanh","NULL",0
"hvmq","Ha Vy-Manh Quynh","ha-vy-manh-quynh","NULL",0
"btbtdnt","Bich Thao-Bich Tuyen-Duong Ngoc Thai","bich-thao-bich-tuyen-duong-ngoc-thai","NULL",0
"dhtd","Diem Hanh-Tam Doan","diem-hanh-tam-doan","NULL",0
"ammtdqvttnl","Anh Minh-Mai Tien Dung-Quynh Vi-Toc Tien-Nhu Loan","anh-minh-mai-tien-dung-quynh-vi-toc-tien-nhu-loan","NULL",0
"dhlls","Duong Hong Loan-Le Sang","duong-hong-loan-le-sang","NULL",0
"nvpn","Nguyen Vu-Phi Nhung","nguyen-vu-phi-nhung","NULL",0
"dhqd","Don Ho-Quang Dung","don-ho-quang-dung","NULL",0
"lbn","Lam Binh Nguyen","lam-binh-nguyen","NULL",0
"kktq","Kevin Khoa-Tu Quyen","kevin-khoa-tu-quyen","NULL",0
"sm","Shaws Mendes","shaws-mendes","NULL",0
"wga","Wonder Girls-Akon","wonder-girls-akon","NULL",0
"ktmt","Khai Tuan & Minh Thong","khai-tuan-minh-thong","NULL",0
"dpdlck","Dao Phi Duong-Lam Chan Khang","dao-phi-duong-lam-chan-khang","NULL",0
"tt","Thanh Tam","thanh-tam","NULL",0
"yfe","Your Favourite Enemies","your-favourite-enemies","NULL",0
"rm","Ricky Martin","ricky-martin","NULL",0
"dkho","Duy Khanh & Hoang Oanh","duy-khanh-hoang-oanh","NULL",0
"dhth","Don Ho & Thanh Ha","don-ho-thanh-ha","NULL",0
"tvtv","Truong Vu & Truong Vu","truong-vu-truong-vu","NULL",0
"pdtt","Phuong Dung & Thanh Thuy","phuong-dung-thanh-thuy","NULL",0
"bhdtv","Bao Han & Duong Trieu Vu","bao-han-duong-trieu-vu","NULL",0
"mtvtt","Mai Thien Van & Thanh Tuyen","mai-thien-van-thanh-tuyen","NULL",0
"cltv","Che Linh & Truong Vu","che-linh-truong-vu","NULL",0
"dllnt","Diem Lien & Lam Nhat Tien","diem-lien-lam-nhat-tien","NULL",0
"tdtn","Thuy Duong & Tuan Ngoc","thuy-duong-tuan-ngoc","NULL",0
"gh","Gia Han","gia-han","NULL",0
"aktt","Anh Khoa & Thanh Tuyen","anh-khoa-thanh-tuyen","NULL",0
"ptl","Paolo & Thanh Lan","paolo-thanh-lan","NULL",0
"btdn","Bang Tam & Dang Nguyen","bang-tam-dang-nguyen","NULL",0
"dnhncbtx","Dong Nguyen-Huynh Nguyen Cong Bang-Tran Xuan","dong-nguyen-huynh-nguyen-cong-bang-tran-xuan","NULL",0
"lttk","Le Thu & Thien Kim","le-thu-thien-kim","NULL",0
"ct","Cardin & Trish","cardin-trish","NULL",0
"khtth","Khanh Ha & Tran Thai Hoa","khanh-ha-tran-thai-hoa","NULL",0
"bktn","Bang Kieu & Tuan Ngoc","bang-kieu-tuan-ngoc","NULL",0
"ddhpkl","Dalena & Duy Hanh & Phuong Khanh & Lilian","dalena-duy-hanh-phuong-khanh-lilian","NULL",0
"clphq","Che Linh & Phuong Hong Que","che-linh-phuong-hong-que","NULL",0
"qltn","Quang Le & Tuong Nguyen","quang-le-tuong-nguyen","NULL",0
"dltl","Diem Lien & Thanh Lan","diem-lien-thanh-lan","NULL",0
"hltt","Huong Lan & Thanh Tuyen","huong-lan-thanh-tuyen","NULL",0
"dtvdvh","Duong Trieu Vu-Dam Vinh Hung","duong-trieu-vu-dam-vinh-hung","NULL",0
"natv","Nguyet Anh & Thuy Van","nguyet-anh-thuy-van","NULL",0
"ntth","Nhat Trung & Thanh Ha","nhat-trung-thanh-ha","NULL",0
"tcts","Thai Chau & The Son","thai-chau-the-son","NULL",0
"tstp","The Son & Thu Phuong","the-son-thu-phuong","NULL",0
"ltvvd","Lam Thuy Van & Viet Dung","lam-thuy-van-viet-dung","NULL",0
"dnyjhyl","Da Nhat Yen & Jenny Hien & Y Linh","da-nhat-yen-jenny-hien-y-linh","NULL",0
"mdmqtv","Manh Dinh & Manh Quynh & Truong Vu","manh-dinh-manh-quynh-truong-vu","NULL",0
"phtk","Phillip Huy & Thien Kim","phillip-huy-thien-kim","NULL",0
"nttt","Nha Thanh & Thanh Tuyen","nha-thanh-thanh-tuyen","NULL",0
"nttdtv","Nha Thanh & Tam Doan & Truong Vu","nha-thanh-tam-doan-truong-vu","NULL",0
"clkl","Che Linh & Khanh Ly","che-linh-khanh-ly","NULL",0
"tsth","The Son & Thanh Ha","the-son-thanh-ha","NULL",0
"dqthtn","Duy Quang & Trung Hanh & Tuan Ngoc","duy-quang-trung-hanh-tuan-ngoc","NULL",0
"dpmtsqk","Doan Phi & Mai Thanh & Son Quoc Khanh","doan-phi-mai-thanh-son-quoc-khanh","NULL",0
"bvhhy","Bich Van & Ho Hoang Yen","bich-van-ho-hoang-yen","NULL",0
"bxm","Be Xuan Mai","be-xuan-mai","NULL",0
"jdnnq","Johny Dung & Nini & Nhat Quan","johny-dung-nini-nhat-quan","NULL",0
"mtdvh","My Tam & Dam Vinh Hung","my-tam-dam-vinh-hung","NULL",0
"dnlaq","Dan Nguyen & Le Anh Quan","dan-nguyen-le-anh-quan","NULL",0
"dtkhqd","Duy Truong & Khanh Hoang & Quynh Dung","duy-truong-khanh-hoang-quynh-dung","NULL",0
"katk","Kim Anh & Thien Kim","kim-anh-thien-kim","NULL",0
"eptl","Elvis Phuong & Thanh Lan","elvis-phuong-thanh-lan","NULL",0
"qhthtl","Quynh Huong & Trung Hanh & Thanh Lan","quynh-huong-trung-hanh-thanh-lan","NULL",0
"tvcl","Truong Vu & Che Linh","truong-vu-che-linh","NULL",0
"amnv","Anh Minh & Nini & Vina","anh-minh-nini-vina","NULL",0
"dnlntqk","Dan Nguyen & Lam Nhat Tien & Quoc Khanh","dan-nguyen-lam-nhat-tien-quoc-khanh","NULL",0
"nhtth","Ngoc Ha & Tran Thai Hoa","ngoc-ha-tran-thai-hoa","NULL",0
"laqvtq","Lam Anh & Quynh Vi & Tu Quyen","lam-anh-quynh-vi-tu-quyen","NULL",0
"v","Various","various","NULL",0
"clpv","Che Linh & Phuong Vu","che-linh-phuong-vu","NULL",0
"btnd","Bang Tam & Nay Dung","bang-tam-nay-dung","NULL",0
"btpd","Bang Tam & Phuong Dung","bang-tam-phuong-dung","NULL",0
"ct","Cadin & Trish","cadin-trish","NULL",0
"dtldv","Duy Truong & Ly Duy Vu","duy-truong-ly-duy-vu","NULL",0
"ln","Le Nguyen","le-nguyen","NULL",0
"lcmtnl","Loan Chau & Minh Tuyet & Nhu Loan","loan-chau-minh-tuyet-nhu-loan","NULL",0
"mtvh","My Tam,Dam Vinh Hung","my-tamdam-vinh-hung","NULL",0
"maqkt","MC Anh Quan-Kavie Tran","mc-anh-quan-kavie-tran","NULL",0
"atctkt","Anh Thong & Chau Tuan & Khai Tuan","anh-thong-chau-tuan-khai-tuan","NULL",0
"htts","Huong Thuy & The Son","huong-thuy-the-son","NULL",0
"byktmt","Bao Yen & Khai Tuan & Minh Thong","bao-yen-khai-tuan-minh-thong","NULL",0
"kltcp","Khanh Ly & Tu Cong Phung","khanh-ly-tu-cong-phung","NULL",0
"ntlss","Nhat Trung & La Suong Suong","nhat-trung-la-suong-suong","NULL",0
"lvnk","Luu Van-Nguyen Khuong","luu-van-nguyen-khuong","NULL",0
"cndh","Chau Ngoc & Don Ho","chau-ngoc-don-ho","NULL",0
"ghhv","Gia Huy& Ha Vy","gia-huy-ha-vy","NULL",0
"dmldl","Doan Minh-Ly Dieu Linh","doan-minh-ly-dieu-linh","NULL",0
"thn","Trieu Hong Ngoc","trieu-hong-ngoc","NULL",0
"hat","Huynh Anh Tuan","huynh-anh-tuan","NULL",0
"hcns","Hoang Chau-Ngoc Son","hoang-chau-ngoc-son","NULL",0
"hnh","Huynh Nhat Huy","huynh-nhat-huy","NULL",0
"hlts","Hoang Lan-The Son","hoang-lan-the-son","NULL",0
"ldltt","Luu Duc Long-Thuy Tien","luu-duc-long-thuy-tien","NULL",0
"hk","Hoang Khoi","hoang-khoi","NULL",0
"vh","Vo Hoang","vo-hoang","NULL",0
"hv","Hoang Vinh","hoang-vinh","NULL",0
"pt","Phi Truong","phi-truong","NULL",0
"nhvqhum","Nini & Ha Vy & Quynh Huong & Uyen Mi","nini-ha-vy-quynh-huong-uyen-mi","NULL",0
"hckt","Hop Ca Ket Thuc","hop-ca-ket-thuc","NULL",0
"tttd","Thanh Truc & Tien Dung","thanh-truc-tien-dung","NULL",0
"lhd","Ly Hao Dan","ly-hao-dan","NULL",0
"lhtpv","Lam Hung & Thai Phong Vu","lam-hung-thai-phong-vu","NULL",0
"attm","Anh Tho-Tan Minh","anh-tho-tan-minh","NULL",0
"nckv","Nam Cuong-Khac Viet","nam-cuong-khac-viet","NULL",0
"httm","Huong Tram-The Men","huong-tram-the-men","NULL",0
"nc","Nhom Ca","nhom-ca","NULL",0
"ctt","Cao Thien Tuan","cao-thien-tuan","NULL",0
"ttn","To Tai Nang","to-tai-nang","NULL",0
"cltv","Che Linh & Tuan Vu","che-linh-tuan-vu","NULL",0
"knmtpdt","Kiwi Ngo Mai Trang-Phan Dinh Tung","kiwi-ngo-mai-trang-phan-dinh-tung","NULL",0
"pdttbt","Phan Dinh Tung-Trina Bao Tran","phan-dinh-tung-trina-bao-tran","NULL",0
"dvc","Dinh Viet Cuong","dinh-viet-cuong","NULL",0
"apvnd","Akira Phan-Vu Ngoc Diep","akira-phan-vu-ngoc-diep","NULL",0
"ct","Cat Trang","cat-trang","NULL",0
"pmt","Pham Minh Tuan","pham-minh-tuan","NULL",0
"jk","JustaTee-Kimmese","justatee-kimmese","NULL",0
"cdt","Cao Dinh Trung","cao-dinh-trung","NULL",0
"lhpt","Ly Hai-Pham Truong","ly-hai-pham-truong","NULL",0
"tka","To Khanh An","to-khanh-an","NULL",0
"ty","Trieu Yen","trieu-yen","NULL",0
"ngt","Nhom Giao Thoi","nhom-giao-thoi","NULL",0
"tt","Thuy Tinh","thuy-tinh","NULL",0
"ttac","Tran Thien Anh Chuong","tran-thien-anh-chuong","NULL",0
"ktqa","Kha Tu & Quoc Anh","kha-tu-quoc-anh","NULL",0
"nsna","Ngoc Son & Ngoc Anh","ngoc-son-ngoc-anh","NULL",0
"kr","Kevin Rogers","kevin-rogers","NULL",0
"kpnq","Khanh Phuong-Nhu Quynh","khanh-phuong-nhu-quynh","NULL",0
"dtl","Duong Trieu Luan","duong-trieu-luan","NULL",0
"bckh","Bang Cuong-Khang Hung","bang-cuong-khang-hung","NULL",0
"cd","Cuong DC","cuong-dc","NULL",0
"amht","Antoneus Maximus-Hien Thuc","antoneus-maximus-hien-thuc","NULL",0
"bdh","BigDaddy & Đinh Hương","bigdaddy-dinh-huong","NULL",0
"chh","Chan Hao-HKT","chan-hao-hkt","NULL",0
"laqtl","Le Anh Quan-Thanh Lan","le-anh-quan-thanh-lan","NULL",0
"hlhn","Huong Lan & Hong Nga","huong-lan-hong-nga","NULL",0
"nhtpb","Nhat Hoang Tan-Phuc Bo","nhat-hoang-tan-phuc-bo","NULL",0
"ag","Ariana Grande","ariana-grande","NULL",0
"eg","Ellie Goulding","ellie-goulding","NULL",0
"k","Kelly","kelly","NULL",0
"or","One Republic","one-republic","NULL",0
"sgts","Selena Gomez-The Scene","selena-gomez-the-scene","NULL",0
"lb","Lip B","lip-b","NULL",0
"jb","Justin Bieber","justin-bieber","NULL",0
"mcmc","Matt Cardle-Melanie C","matt-cardle-melanie-c","NULL",0
"drhh","Dung Ruby-Han Hung","dung-ruby-han-hung","NULL",0
"dkzht","Duy Khanh Zhouzhou-Hamlet Truong","duy-khanh-zhouzhou-hamlet-truong","NULL",0
"cvp","Cam Van Pham","cam-van-pham","NULL",0
"kqh","Kim Quang Hai","kim-quang-hai","NULL",0
"gt","Giang Tien","giang-tien","NULL",0
"tntk","Tuong Nguyen-Tuong Khue","tuong-nguyen-tuong-khue","NULL",0
"lth","Luu Thien Huong","luu-thien-huong","NULL",0
"bhlctl","Bao Han & Loan Chau & Truc Linh","bao-han-loan-chau-truc-linh","NULL",0
"clhpmt","Cam Ly & Ha Phuong & Minh Tuyet","cam-ly-ha-phuong-minh-tuyet","NULL",0
"lghstt","Luong Gia Huy-Saka Truong Tuyen","luong-gia-huy-saka-truong-tuyen","NULL",0
"qh","Quang Hieu","quang-hieu","NULL",0
"mlct","My Linh & Chi Tai","my-linh-chi-tai","NULL",0
"ptttt","Pham Thanh Thao-Thien Truong","pham-thanh-thao-thien-truong","NULL",0
"mttk","Minh Thanh-Trung Kien","minh-thanh-trung-kien","NULL",0
"hlhl","Hoai Linh & Huong Lan","hoai-linh-huong-lan","NULL",0
"tl","Tan Loi","tan-loi","NULL",0
"dvhhc","Dam Vinh Hung & Hop Ca","dam-vinh-hung-hop-ca","NULL",0
"hnyv","Hoai Nam & Yen Vy","hoai-nam-yen-vy","NULL",0
"hqlhp","Ho Quang Loc-Hong Phuong","ho-quang-loc-hong-phuong","NULL",0
"dhnh","Don Ho-Ngoc Ha","don-ho-ngoc-ha","NULL",0
"phtphnphq","Phuong Hoai Tam & Phuong Hong Ngoc & Phuong Hong Que","phuong-hoai-tam-phuong-hong-ngoc-phuong-hong-que","NULL",0
